1	McK PD Pat 1
2	McK PD Pat 2
4	McK PD TLETS
5	McK PD TAC
6	McK PD Ops 1
7	McK PD Ops 2
8	McK PD Ops 3
9	McK PD Ops 4
51	McK FD Alert
52	McK FD FG1
53	McK FD FG2
54	McK FD FG3
55	McK FD FG4
56	McK FD FG5
57	McK FD Med1
58	McK FD Med2
59	McK FD Trng
61	McK FD Insp
69	McK FD Cmd 1
70	McK FD UnCmd
100	McK Oak Holl
101	McK Airport
103	McK AniCtrl
106	McK Oal Hol2
112	McK Streets
113	McK Traffic
114	McK Meter
